#  Band    State   TwistIndex BandIndex Energy      Kx      Ky      Kz      K1      K2      K3    KmK 
       0        0        0        0    -0.302251  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
       1        1        0        1    -0.288044  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
       2        2        0        2    -0.247849  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
       3        3        0        3    -0.224801  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
       4        4        0        4    -0.062435  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
       5        5        0        5    -0.036123  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
       6        6        0        6     0.019168  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
       7        7        0        7     0.037915  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
       8        8        0        8     0.045380  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
       9        9        0        9     0.087303  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      10       10        0       10     0.095271  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      11       11        0       11     0.100714  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      12       12        0       12     0.105443  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      13       13        0       13     0.122184  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      14       14        0       14     0.155846  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      15       15        0       15     0.162653  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      16       16        0       16     0.181925  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      17       17        0       17     0.194159  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      18       18        0       18     0.202676  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      19       19        0       20     0.258609  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      20       20        0       19     0.231320  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      21       21        0       21     0.329392  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      22       22        0       22     0.334171  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
      23       23        0       23     0.337587  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000      1
